_id,품목ID,작성자,점수,옵션,댓글
658fd2d65d5e7dffcc82760d,658fd2aa5d5e7dffcc8275e4,콩잉2,5점만점에 5점,[옵션] 핑크다이아 기획,손톱 발톱이 갈라지고 보기 안좋아서 구매했는데 영양제 용도 뿐만아니라 색깔도 자연스럽게 핑크빛으로 남아서 이쁘네용ㅎㅎ 만족합니다
658fd2d65d5e7dffcc82760e,658fd2aa5d5e7dffcc8275e4,뭘봐시바,5점만점에 5점,[옵션] 핑크다이아 기획,어머니 손톱이 갈라지셔서 유튜브 찾아보다가 알게되어 올리브영 앱에서도 마침 저렴하게 판매하길래 구매하게 되었습니다.
658fd2d65d5e7dffcc82760f,658fd2aa5d5e7dffcc8275e4,갱스터쮸,5점만점에 5점,[옵션] 핑크다이아 기획,좋아요 근데 양이 너무 적네요 비싸용 ㅠㅠ흑흑 끈적이무없어요
658fd2d65d5e7dffcc827610,658fd2aa5d5e7dffcc8275e4,토ri,5점만점에 5점,[옵션] 핑크다이아,"손톱 건강 챙기고 싶은데, 네일도 하고싶을때 딱 좋은 제품인 것 같아요! 한콧 바르면 색은 없고 반짝 거려서 이쁘고, 두콧 바르면 은은하게 분홍 빛이 나서 건강한 손톱으로 보입니다. 손톱 영양도 챙기고 이쁘기까지해서 요즘 잘 사용중인 제품입니다."
658fd2d65d5e7dffcc827611,658fd2aa5d5e7dffcc8275e4,동도리동한달이상사용,5점만점에 5점,[옵션] 핑크다이아,젤패디 하고 제거 안하고 집에서 그냥 떼어냈더니 발톱이 사망 직전이더라구요 그래서 사서 발라봤는데손발톱 강화 진짜 되는 것 같아요 ㅋㅋㅋㅋ 그 때 바른 이후로 엄청 오래 유지되고 발톱도 엄청 튼튼해졌어요!솔직히 바른다고 뭐 될까 싶었지만 효과있어서 놀랬어요!추천하러 다녀야징 ~
658fd2d65d5e7dffcc827612,658fd2aa5d5e7dffcc8275e4,nodong7712,5점만점에 5점,[옵션] 핑크다이아 기획,반디 손톱영양제로 셀프 손톱 관리해보니 편리하고깔끔하니 넘 좋네요! 혼자서도 편하게 예쁜 손톱 가질 수 있어요 ~~
658fd2d65d5e7dffcc827613,658fd2aa5d5e7dffcc8275e4,세로리,5점만점에 5점,[옵션] 핑크다이아 기획,안경사로 일하다보니 손을 자주 씻어요 그러다보니 손톱도 건조해서 늘 깨지고 건조해서 하얗게 일어나고 그래서 손톱건강 늘 되곤 했는데 요거 좋다고 친구가 추천해서 사봤어요 살짝 핑크톤도 돌면서 이쁘게 나오고 손톱 깨지는것도 없고 하얗게 일어난것도 사라져서 좋아요 깨끗해보여요 손이!
658fd2d65d5e7dffcc827614,658fd2aa5d5e7dffcc8275e4,찌카츄TOP 621,5점만점에 4점,[옵션] 핑크다이아,손톱영양을 크게 기대하지 않고그냥 핑크빛도는 클리어에 영양도 되면 좋고 아님말고로 구매패디젤이 떨어져 나가면서 발톱이 좀 뜯어지고 상했는데 하얗게 일어난 거 없어지고/가려지고 색도 적당히 잘 발색 됨! 지우면 일어난 거 다시 보임ㅠㅠ쁘띠한 크기웨메랑 발색과 기대한 효과는 비슷한데 훨씬훨씬 비싸서 재구매는 안할듯 🤔
658fd2d65d5e7dffcc827615,658fd2aa5d5e7dffcc8275e4,셀셀0,5점만점에 5점,[옵션] 핑크다이아 기획,저는 네일을 오래받던 손톱이라 항상 걱정이였고이번에는 신랑손톱이 푸석푸석 힘이 없길래 신랑한테발라줘봤어요 !워낙 유명한 제품이라 같이 사용하려고 구매했고단 1번만으로도 효과가 눈에 띄게 좋더라구용~🤍🤍향도 강하지 않고 끈적임도 없고 신랑발라줬는데전혀 답답하지도 않다고 하네요 ㅎㅎ한번 바름에도 광택이 되서 푸석푸석한 손톱이 광이 나요영양도 된다니 사용법대로 꾸준하게 사용해보려고 합니다 !❣️
658fd2d65d5e7dffcc827616,658fd2aa5d5e7dffcc8275e4,몽몽냥냥,5점만점에 5점,[옵션] 핑크다이아 기획,네일을 종종 받고 셀프로 제거하다보니 손톱이 약해지고 갈라져서 고민이었는데 집에서 이렇게 관리 할 수 있어서 너무 좋네요👍메니큐어타입으로 생겨서 손톱에 얇게 펴바르기 편하게 잘 되어있어서 앞으로 꾸준하게 바르고 건강하고 깔끔한손톱으로 만들어놔야겠어요
658fd2df5d5e7dffcc827617,658fd2aa5d5e7dffcc8275e4,묘묘뇸뇸,5점만점에 5점,[옵션] 핑크다이아,와 미쳐따 이건 후기를 안쓸수가 없다 ..저는 원래 대쪽같은 취향으로 ‘투명 메니큐어 스타일’만 좋아하는 사람 입니다. 투명.. 탑코트.. 영양제.. 많이 발라야 베이지 까지만 바르는데.. 와 이제품 왜 이제 안거죠?바른 순간 “와 내가찾던 그느낌!!!”핑크빛 광택인데 1도 과함이 없이 마치 내 원래 건강한 손톱처럼 은은하고 청순한 느낌으로 보여요. 넘좋음 🥺진자 돈이 안아까워요.. 평생 가자 반디 네일큐어 핑크다이아👀🤍지금 신나서 손톱 다 바르고 바로 발톱에도 바르려구요ㅋㅋㅋㅋ 앞으로 다른 네일 안사고 얘로 그냥 쭉 갈래요. 3일에 한번씩 덧바르고 일주일에 한번 지워주고 또 발라주면 되니까 관리할것도 없이 편한것도 큰 장점!
